PR_id,resolved_by,linked_by,linked_issue_id
#9329,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/9210
#9169,theuni,,https://github.com/bitcoin/bitcoin/issues/8237
#9094,laanwj,,https://github.com/bitcoin/bitcoin/issues/9089
#9082,rebroad,,https://github.com/bitcoin/bitcoin/issues/9072
#8985,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/8984
#8972,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/8970
#8887,fanquake,,https://github.com/bitcoin/bitcoin/issues/8878
#8854,sdaftuar,,https://github.com/bitcoin/bitcoin/issues/8842
#8832,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/7344
#8757,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/8752
#8743,fanquake,,https://github.com/bitcoin/bitcoin/issues/8711
#8606,sipa,,https://github.com/bitcoin/bitcoin/issues/8599
#8365,sipa,,https://github.com/bitcoin/bitcoin/issues/8079
#8364,f139975,,https://github.com/bitcoin/bitcoin/issues/8079
#8314,theuni,,https://github.com/bitcoin/bitcoin/issues/8228
#8169,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/7085
#8135,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/8120
#8051,sipa,,https://github.com/bitcoin/bitcoin/issues/8045
#8016,paveljanik,,https://github.com/bitcoin/bitcoin/issues/6540
#8004,catilac,,https://github.com/bitcoin/bitcoin/issues/7433
#7923,kazcw,,https://github.com/bitcoin/bitcoin/issues/6613
#7757,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/7745
#7615,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/6522
#7603,JeremyRand,,https://github.com/bitcoin/bitcoin/issues/7265
#7472,laanwj,,https://github.com/bitcoin/bitcoin/issues/7462
#7424,theuni,,https://github.com/bitcoin/bitcoin/issues/7420
#7364,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/7017
#7317,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/7316
#7267,doged,,https://github.com/bitcoin/bitcoin/issues/7261
#7200,accraze,,https://github.com/bitcoin/bitcoin/issues/6142
#7101,raedah,,https://github.com/bitcoin/bitcoin/issues/6814
#7096,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/6479
#7088,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/7018
#7083,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/7080
#6958,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/6890
#6948,sipa,,https://github.com/bitcoin/bitcoin/issues/6923
#6827,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/6826
#6817,fanquake,,https://github.com/bitcoin/bitcoin/issues/6340
#6779,theuni,,https://github.com/bitcoin/bitcoin/issues/6764
#6726,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/6725
#6723,MarcoFalke,,https://github.com/bitcoin/bitcoin/issues/6725
#6719,laanwj,,https://github.com/bitcoin/bitcoin/issues/6717
#6695,laanwj,,https://github.com/bitcoin/bitcoin/issues/6660
#6617,theuni,,https://github.com/bitcoin/bitcoin/issues/6612
#6608,casey,,https://github.com/bitcoin/bitcoin/issues/6394
#6565,casey,,https://github.com/bitcoin/bitcoin/issues/6394
#6489,casey,,https://github.com/bitcoin/bitcoin/issues/2007
#6464,casey,,https://github.com/bitcoin/bitcoin/issues/4818
#6456,laanwj,,https://github.com/bitcoin/bitcoin/issues/6443
#6453,sipa,,https://github.com/bitcoin/bitcoin/issues/6441
#6438,theuni,,https://github.com/bitcoin/bitcoin/issues/6436
#6435,casey,,https://github.com/bitcoin/bitcoin/issues/4818
#6412,sipa,,https://github.com/bitcoin/bitcoin/issues/6411
#6226,laanwj,,https://github.com/bitcoin/bitcoin/issues/6223
#6186,laanwj,,https://github.com/bitcoin/bitcoin/issues/6179
#6185,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/6179
#6153,laanwj,,https://github.com/bitcoin/bitcoin/issues/2927
#6152,fanquake,,https://github.com/bitcoin/bitcoin/issues/6109
#6093,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/6078
#6076,theuni,,https://github.com/bitcoin/bitcoin/issues/6056
#5954,fanquake,,https://github.com/bitcoin/bitcoin/issues/5944
#5915,theuni,,https://github.com/bitcoin/bitcoin/issues/5910
#5898,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/5897
#5880,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/5878
#5858,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/5800
#5815,luke-jr,,https://github.com/bitcoin/bitcoin/issues/5814
#5790,theuni,,https://github.com/bitcoin/bitcoin/issues/5789
#5721,sdaftuar,,https://github.com/bitcoin/bitcoin/issues/5703
#5717,laanwj,,https://github.com/bitcoin/bitcoin/issues/5715
#5671,theuni,,https://github.com/bitcoin/bitcoin/issues/5657
#5649,luke-jr,,https://github.com/bitcoin/bitcoin/issues/5625
#5571,fanquake,,https://github.com/bitcoin/bitcoin/issues/3325
#5556,cozz,,https://github.com/bitcoin/bitcoin/issues/5552
#5513,theuni,,https://github.com/bitcoin/bitcoin/issues/3483
#5465,theuni,,https://github.com/bitcoin/bitcoin/issues/5428
#5399,paveljanik,,https://github.com/bitcoin/bitcoin/issues/3007
#5390,cozz,,https://github.com/bitcoin/bitcoin/issues/5346
#5351,paveljanik,,https://github.com/bitcoin/bitcoin/issues/4059
#5340,paveljanik,,https://github.com/bitcoin/bitcoin/issues/5338
#5296,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/5295
#5264,mruddy,,https://github.com/bitcoin/bitcoin/issues/3166
#5179,dajohi,,https://github.com/bitcoin/bitcoin/issues/5160
#5169,laanwj,,https://github.com/bitcoin/bitcoin/issues/1436
#5106,luke-jr,,https://github.com/bitcoin/bitcoin/issues/5083
#5095,maaku,,https://github.com/bitcoin/bitcoin/issues/5094
#5073,theuni,,https://github.com/bitcoin/bitcoin/issues/5064
#5034,theuni,,https://github.com/bitcoin/bitcoin/issues/5033
#4983,laanwj,,https://github.com/bitcoin/bitcoin/issues/4537
#4946,theuni,,https://github.com/bitcoin/bitcoin/issues/4819
#4942,laanwj,,https://github.com/bitcoin/bitcoin/issues/4669
#4896,sdaftuar,,https://github.com/bitcoin/bitcoin/issues/4893
#4892,ajweiss,,https://github.com/bitcoin/bitcoin/issues/4884
#4869,laanwj,,https://github.com/bitcoin/bitcoin/issues/2954
#4851,laanwj,,https://github.com/bitcoin/bitcoin/issues/4756
#4776,laanwj,,https://github.com/bitcoin/bitcoin/issues/4774
#4717,cozz,,https://github.com/bitcoin/bitcoin/issues/4705
#4704,theuni,,https://github.com/bitcoin/bitcoin/issues/3219
#4678,ntrgn,,https://github.com/bitcoin/bitcoin/issues/3886
#4640,laanwj,,https://github.com/bitcoin/bitcoin/issues/4604
#4635,laanwj,,https://github.com/bitcoin/bitcoin/issues/4634
#4633,ntrgn,,https://github.com/bitcoin/bitcoin/issues/4630
#4610,laanwj,,https://github.com/bitcoin/bitcoin/issues/4580
#4553,theuni,,https://github.com/bitcoin/bitcoin/issues/4548
#4524,laanwj,,https://github.com/bitcoin/bitcoin/issues/4360
#4520,cozz,,https://github.com/bitcoin/bitcoin/issues/4499
#4518,cozz,,https://github.com/bitcoin/bitcoin/issues/4516
#4490,theuni,,https://github.com/bitcoin/bitcoin/issues/4478
#4436,fanquake,,https://github.com/bitcoin/bitcoin/issues/4224
#4434,fanquake,,https://github.com/bitcoin/bitcoin/issues/4376
#4373,laanwj,,https://github.com/bitcoin/bitcoin/issues/4343
#4358,laanwj,,https://github.com/bitcoin/bitcoin/issues/4352
#4331,cozz,,https://github.com/bitcoin/bitcoin/issues/2724
#4322,theuni,,https://github.com/bitcoin/bitcoin/issues/3955
#4316,laanwj,,https://github.com/bitcoin/bitcoin/issues/4313
#4310,sipa,,https://github.com/bitcoin/bitcoin/issues/4246
#4281,laanwj,,https://github.com/bitcoin/bitcoin/issues/1930
#4258,shshshsh,,https://github.com/bitcoin/bitcoin/issues/4253
#4255,cozz,,https://github.com/bitcoin/bitcoin/issues/1613
#4245,cozz,,https://github.com/bitcoin/bitcoin/issues/4243
#4238,cozz,,https://github.com/bitcoin/bitcoin/issues/1725
#4161,sipa,,https://github.com/bitcoin/bitcoin/issues/4137
#4088,fanquake,,https://github.com/bitcoin/bitcoin/issues/4029
#4058,laanwj,,https://github.com/bitcoin/bitcoin/issues/3997
#4043,Diapolo,,https://github.com/bitcoin/bitcoin/issues/4036
#4019,theuni,,https://github.com/bitcoin/bitcoin/issues/3945
#4018,laanwj,,https://github.com/bitcoin/bitcoin/issues/4013
#3928,cozz,,https://github.com/bitcoin/bitcoin/issues/3832
#3893,laanwj,,https://github.com/bitcoin/bitcoin/issues/3887
#3891,laanwj,,https://github.com/bitcoin/bitcoin/issues/3848
#3871,cozz,,https://github.com/bitcoin/bitcoin/issues/3865
#3855,cozz,,https://github.com/bitcoin/bitcoin/issues/3814
#3809,laanwj,,https://github.com/bitcoin/bitcoin/issues/3800
#3784,cozz,,https://github.com/bitcoin/bitcoin/issues/3783
#3703,laanwj,,https://github.com/bitcoin/bitcoin/issues/3702
#3679,laanwj,,https://github.com/bitcoin/bitcoin/issues/3672
#3640,laanwj,,https://github.com/bitcoin/bitcoin/issues/3639
#3620,laanwj,,https://github.com/bitcoin/bitcoin/issues/3610
#3591,theuni,,https://github.com/bitcoin/bitcoin/issues/3499
#3586,laanwj,,https://github.com/bitcoin/bitcoin/issues/3581
#3560,laanwj,,https://github.com/bitcoin/bitcoin/issues/3544
#3527,laanwj,,https://github.com/bitcoin/bitcoin/issues/3522
#3506,fanquake,,https://github.com/bitcoin/bitcoin/issues/3398
#3457,laanwj,,https://github.com/bitcoin/bitcoin/issues/957
#3451,laanwj,,https://github.com/bitcoin/bitcoin/issues/3445
#3426,laanwj,,https://github.com/bitcoin/bitcoin/issues/3333
#3412,laanwj,,https://github.com/bitcoin/bitcoin/issues/3406
#3393,theuni,,https://github.com/bitcoin/bitcoin/issues/3358
#3378,laanwj,,https://github.com/bitcoin/bitcoin/issues/3361
#3373,gavinandresen,,https://github.com/bitcoin/bitcoin/issues/3372
#3198,nvmd,,https://github.com/bitcoin/bitcoin/issues/2806
#3197,laanwj,,https://github.com/bitcoin/bitcoin/issues/839
#3163,sipa,,https://github.com/bitcoin/bitcoin/issues/3156
#3115,sipa,,https://github.com/bitcoin/bitcoin/issues/2965
#3099,laanwj,,https://github.com/bitcoin/bitcoin/issues/2429
#3019,sipa,,https://github.com/bitcoin/bitcoin/issues/3013
#2935,sipa,,https://github.com/bitcoin/bitcoin/issues/2934
#2804,sipa,,https://github.com/bitcoin/bitcoin/issues/2476
#2783,sipa,,https://github.com/bitcoin/bitcoin/issues/2782
#2781,sipa,,https://github.com/bitcoin/bitcoin/issues/2779
#2754,laanwj,,https://github.com/bitcoin/bitcoin/issues/2752
#2682,sipa,,https://github.com/bitcoin/bitcoin/issues/2676
#2608,jonasschnelli,,https://github.com/bitcoin/bitcoin/issues/2605
#2599,sipa,,https://github.com/bitcoin/bitcoin/issues/2597
#2595,sipa,,https://github.com/bitcoin/bitcoin/issues/2587
#2586,laanwj,,https://github.com/bitcoin/bitcoin/issues/2585
#2582,laanwj,,https://github.com/bitcoin/bitcoin/issues/2576
#2569,sipa,,https://github.com/bitcoin/bitcoin/issues/2408
#2441,Diapolo,,https://github.com/bitcoin/bitcoin/issues/2438
#2286,gavinandresen,,https://github.com/bitcoin/bitcoin/issues/2285
#2251,colindean,,https://github.com/bitcoin/bitcoin/issues/2217
#2242,Diapolo,,https://github.com/bitcoin/bitcoin/issues/2239
#2222,sipa,,https://github.com/bitcoin/bitcoin/issues/2205
#2215,Diapolo,,https://github.com/bitcoin/bitcoin/issues/2176
#2157,Diapolo,,https://github.com/bitcoin/bitcoin/issues/2137
#2096,94m3k1n9,,https://github.com/bitcoin/bitcoin/issues/2092
#1954,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1950
#1909,gavinandresen,,https://github.com/bitcoin/bitcoin/issues/1832
#1850,luke-jr,,https://github.com/bitcoin/bitcoin/issues/779
#1760,Diapolo,,https://github.com/bitcoin/bitcoin/issues/763
#1718,sipa,,https://github.com/bitcoin/bitcoin/issues/1711
#1694,sipa,,https://github.com/bitcoin/bitcoin/issues/1664
#1611,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1062
#1605,laanwj,,https://github.com/bitcoin/bitcoin/issues/1601
#1591,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1509
#1575,laanwj,,https://github.com/bitcoin/bitcoin/issues/1452
#1542,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1064
#1519,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1509
#1518,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1506
#1483,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1482
#1463,sipa,,https://github.com/bitcoin/bitcoin/issues/1455
#1439,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1182
#1434,Diapolo,,https://github.com/bitcoin/bitcoin/issues/781
#1379,laanwj,,https://github.com/bitcoin/bitcoin/issues/1327
#1372,jgarzik,,https://github.com/bitcoin/bitcoin/issues/1371
#1287,sipa,,https://github.com/bitcoin/bitcoin/issues/1280
#1243,laanwj,,https://github.com/bitcoin/bitcoin/issues/1241
#1207,sipa,,https://github.com/bitcoin/bitcoin/issues/1065
#1189,Diapolo,,https://github.com/bitcoin/bitcoin/issues/952
#1163,laanwj,,https://github.com/bitcoin/bitcoin/issues/1154
#1133,sipa,,https://github.com/bitcoin/bitcoin/issues/1125
#1092,laanwj,,https://github.com/bitcoin/bitcoin/issues/1080
#1091,Diapolo,,https://github.com/bitcoin/bitcoin/issues/1071
#1090,laanwj,,https://github.com/bitcoin/bitcoin/issues/1063
#1051,graingert,,https://github.com/bitcoin/bitcoin/issues/1050
#1035,gavinandresen,,https://github.com/bitcoin/bitcoin/issues/308
#1032,Diapolo,,https://github.com/bitcoin/bitcoin/issues/945
#994,sipa,,https://github.com/bitcoin/bitcoin/issues/982
#986,TheBlueMatt,,https://github.com/bitcoin/bitcoin/issues/981
#986,TheBlueMatt,,https://github.com/bitcoin/bitcoin/issues/956
#986,TheBlueMatt,,https://github.com/bitcoin/bitcoin/issues/981
#980,Diapolo,,https://github.com/bitcoin/bitcoin/issues/956
#938,TheBlueMatt,,https://github.com/bitcoin/bitcoin/issues/820
#930,sipa,,https://github.com/bitcoin/bitcoin/issues/925
#900,sipa,,https://github.com/bitcoin/bitcoin/issues/860
#899,sipa,,https://github.com/bitcoin/bitcoin/issues/814
#897,laanwj,,https://github.com/bitcoin/bitcoin/issues/874
#894,dooglus,,https://github.com/bitcoin/bitcoin/issues/880
#893,dooglus,,https://github.com/bitcoin/bitcoin/issues/880
#864,sipa,,https://github.com/bitcoin/bitcoin/issues/856
#738,sipa,,https://github.com/bitcoin/bitcoin/issues/737
#697,tcatm,,https://github.com/bitcoin/bitcoin/issues/696
#467,gavinandresen,,https://github.com/bitcoin/bitcoin/issues/445
#448,sipa,,https://github.com/bitcoin/bitcoin/issues/447
#402,jayschwa,,https://github.com/bitcoin/bitcoin/issues/397
#401,jayschwa,,https://github.com/bitcoin/bitcoin/issues/397
#163,witten,,https://github.com/bitcoin/bitcoin/issues/156
#96,tcatm,,https://github.com/bitcoin/bitcoin/issues/94
